id,name,category,glass,alcoholic,instructions,ingredient1,measure1,ingredient2,measure2,ingredient3,measure3
12714,"Kiwi Papaya Smoothie","Other / Unknown","Highball Glass","Non alcoholic","Throw everything into a blender and liquify.","Kiwi","3 ","Papaya","1/2 ","",""
12720,"Kill the cold Smoothie","Other / Unknown","Highball glass","Non alcoholic","Juice ginger and lemon and add it to hot water. You may add cardomom.","Ginger","1 inch ","Lemon","1/4 ","Water","1 cup hot "
12704,"Limeade","Other / Unknown","Highball glass","Non alcoholic","In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.","Lime","Juice of 1 ","Sugar","1 tblsp ","Soda water"," (seltzer water)
"
14378,"Lunch Box","Beer","Pint glass","Alcoholic","Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in.","Beer","3/4 bottle ","Amaretto","1 shot ","Orange juice","1 oz "
14366,"Lemon Drop","Cocktail","Cocktail glass","Alcoholic","Shake and strain into a chilled cocktail glass rimmed with sugar.","Vodka","1 1/2 shot ","Cointreau","1 1/2 shot ","Lemon","Juice of 1 wedge "
12752,"Lemon Shot","Shot","Shot glass","Alcoholic","Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade.","Galliano","1/2 oz ","Absolut Citron","1/2 oz ","Lemon"," wedge
"
13196,"Long vodka","Ordinary Drink","Highball glass","Alcoholic","Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka","Vodka","5 cl ","Lime","1/2 ","Angostura bitters","4 dashes "
12692,"Lassi Khara","Other / Unknown","Highball Glass","Non alcoholic","Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.","Yoghurt","1 cup ","Water","2 cups cold ","Salt","1 tsp "
12694,"Lassi Raita","Other / Unknown","Highball Glass","Non alcoholic","Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.","Yoghurt","2 cups ","Ice","4-6 ","Sugar",""
12702,"Lemouroudji","Other / Unknown","Highball Glass","Non alcoholic","Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.","Ginger","2 pieces ","Water","1 gal ","Lemon","1 lb "
11658,"Loch Lomond","Ordinary Drink","Cocktail glass","Alcoholic","In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.","Scotch","2 oz ","Drambuie","1/2 oz ","Dry Vermouth","1/2 oz "
11662,"London Town","Ordinary Drink","Cocktail glass","Alcoholic","In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.","Gin","1 1/2 oz ","Maraschino liqueur","1/2 oz ","Orange bitters","2 dashes "
12698,"Lassi - Mango","Other / Unknown","Highball glass","Non alcoholic","Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.","Mango","2 ","Yoghurt","2 cups ","Sugar","1/2 cup "
12696,"Lassi - Sweet","Other / Unknown","Highball glass","Non alcoholic","Put all ingredients into a blender and blend until nice and frothy. Serve chilled.","Yoghurt","1 cup ","Water","2 cups cold ","Sugar","4 tblsp "
15086,"Limona Corona","Beer","Beer Glass","Alcoholic","Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink.","Corona","1 bottle ","Bacardi Limon","1 oz ","",""
11670,"Lord And Lady","Ordinary Drink","Old-fashioned glass","Alcoholic","Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.","Dark rum","1 1/2 oz ","Tia maria","1/2 oz ","",""
11634,"Lady Love Fizz","Ordinary Drink","Cocktail glass","Alcoholic","Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.","Gin","2 oz ","Light cream","2 tsp ","Powdered sugar","1 tsp "
11002,"Long Island Tea","Ordinary Drink","Highball glass","Alcoholic","Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve.","Vodka","1/2 oz ","Light rum","1/2 oz ","Gin","1/2 oz "
11666,"Lone Tree Cooler","Ordinary Drink","Collins glass","Alcoholic","Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.","Carbonated water","","Gin","","Dry Vermouth",""
11664,"Lone Tree Cocktail","Ordinary Drink","Cocktail glass","Alcoholic","Stir ingredients with ice, strain into a cocktail glass, and serve.","Sweet Vermouth","3/4 oz ","Gin","1 1/2 oz ","",""
178335,"Lazy Coconut Paloma","Cocktail","Highball glass","Alcoholic","Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass.","Coconut Liqueur","30 ml","Grapefruit Juice","75 ml","Soda Water","Top"
17204,"Long Island Iced Tea","Ordinary Drink","Highball glass","Alcoholic","Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist.","Vodka","1/2 oz ","Tequila","1/2 oz ","Light rum","1/2 oz "
178360,"Lemon Elderflower Spritzer","Cocktail","Highball glass","Alcoholic","Pour all ingredients over ice, stir and enjoy! ","Elderflower cordial","2 tsp","Vodka","1 shot","Soda Water","1/3 cup"
12690,"Lassi - A South Indian Drink","Other / Unknown","Highball Glass","Non alcoholic","Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.","Yoghurt","1/2 cup plain ","Water","1 1/4 cup cold ","Cumin seed","1/2 tsp ground roasted "
17253,"Paloma","Cocktail","Collins glass","Alcoholic","Stir together and serve over ice.","Grape Soda","3 oz","Tequila","1 1/2 oz","",""
17190,"Paradise","Ordinary Drink","Cocktail glass","Alcoholic","Shake together over ice. Strain into cocktail glass and serve chilled.","Gin","7 parts","Apricot Brandy","4 parts","Orange Juice","3 parts "
11936,"Pink Gin","Ordinary Drink","White wine glass","Alcoholic","Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.","Bitters","3 dashes ","Gin","2 oz ","",""
17249,"Pegu Club","Cocktail","Cocktail glass","Alcoholic","Shake, strain, up, cocktail glass","Gin","1 1/2 oz","Orange Curacao","3/4 oz","Lime Juice","3/4 oz"
11938,"Pink Lady","Ordinary Drink","Cocktail glass","Alcoholic","Shake all ingredients with ice, strain into a cocktail glass, and serve.","Gin","1 1/2 oz ","Grenadine","1 tsp ","Light cream","1 tsp "
178354,"Pink Moon","Cocktail","Whiskey Glass","Alcoholic","Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!","Gin","1 shot","Coconut Liqueur","1 shot","Elderflower cordial","25 ml"
17829,"Penicillin","Cocktail","Old-fashioned glass","Alcoholic","Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.","Blended Scotch","2 oz","Lemon Juice","3/4 oz","Honey syrup","2 tsp"
13214,"Pisco Sour","Cocktail","Cocktail glass","Alcoholic","Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters. ","Pisco","2 oz ","Lemon juice","1 oz ","Sugar","1-2 tblsp "
17192,"Porto flip","Ordinary Drink","Cocktail glass","Alcoholic","Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.","Brandy","3 parts","Port","9 parts","Egg Yolk","2 parts"
17207,"Pina Colada","Ordinary Drink","Collins glass","Alcoholic","Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.","Light rum","3 oz ","Coconut milk","3 tblsp ","Pineapple","3 tblsp "
16992,"Pink Penocha","Punch / Party Drink","Punch bowl","Alcoholic","mix all ingredients into bowl keep iced stir frequently","Everclear","750 ml ","Vodka","1750 ml ","Peach schnapps","1750 ml "
178338,"Pure Passion","Cocktail","Whiskey sour glass","Alcoholic","Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.","Rum","40 ml","Passoa","20 ml","Lime Juice","30 ml"
13072,"Popped cherry","Ordinary Drink","Highball glass","Alcoholic","Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!","Vodka","2 oz ","Cherry liqueur","2 oz ","Cranberry juice","4 oz "
11959,"Poppy Cocktail","Ordinary Drink","Cocktail glass","Alcoholic","Shake ingredients with ice, strain into a cocktail glass, and serve.","Gin","1 1/2 oz ","Creme de Cacao","3/4 oz white ","",""
11965,"Port Wine Flip","Ordinary Drink","Whiskey sour glass","Alcoholic","Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.","Port","1 1/2 oz ","Light cream","2 tsp ","Powdered sugar","1 tsp "
17191,"Planter's Punch","Punch / Party Drink","Collins glass","Alcoholic","Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, on top. Garnish with cocktail cherry and pineapple.","Dark rum","1 part ","Orgeat syrup","1/2 part ","Orange juice","2 parts "
178327,"Pineapple Paloma","Cocktail","Collins glass","Alcoholic","Rub the rim of each glass with lime slice and dip into salt. Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda. Give it a quick stir. Garnish with fresh pineapple or lime.","Tequila","4 oz","Grapefruit Juice","4 oz","Fresh Lime Juice","1 oz"
178357,"Pornstar Martini","Cocktail","Cocktail glass","Alcoholic","Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.","Vodka","3 cl","Passoa","3 cl","Passion fruit juice","1 cl"
178368,"Planter’s Punch","Cocktail","Highball glass","Alcoholic","Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.","Dark Rum","4.5 cL","Orange Juice","3 cl","Pineapple Juice","3.5 cl"
11961,"Port And Starboard","Ordinary Drink","Pousse cafe glass","Alcoholic","Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.","Grenadine","1 tblsp ","Green Creme de Menthe","1/2 oz ","",""
11963,"Port Wine Cocktail","Ordinary Drink","Cocktail glass","Alcoholic","Stir ingredients with ice, strain into a cocktail glass, and serve.","Port","2 1/2 oz ","Brandy","1/2 tsp ","",""
15092,"Pysch Vitamin Light","Ordinary Drink","Collins Glass","Non alcoholic","Shake with ice.","Orange juice","1 part ","Apple juice","1 part ","Pineapple juice","1 part "
13535,"Pink Panty Pulldowns","Ordinary Drink","Collins Glass","Alcoholic","Shake well","Sprite","1 L ","Pink lemonade","2 cups ","Vodka","2 cups "
178323,"Passion Fruit Martini","Cocktail","Cocktail glass","Alcoholic","Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.","Vodka","1 shot","Sugar Syrup","1/2 shot","Passion fruit juice","Full Glass"
12718,"Pineapple Gingerale Smoothie","Other / Unknown","Highball Glass","Non alcoholic","Throw everything into a blender and liquify.","Ginger","1/4 inch ","Pineapple","1/2 ","",""
11993,"Quentin","Ordinary Drink","Cocktail glass","Alcoholic","In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.","Dark rum","1 1/2 oz ","Kahlua","1/2 oz ","Light cream","1 oz "
11987,"Queen Bee","Ordinary Drink","Cocktail glass","Alcoholic","Shake all ingredients with ice, strain into a cocktail glass, and serve.","Coffee brandy","1 oz ","Lime vodka","1 1/2 oz ","Sherry","1/2 oz cream "
13198,"Quick F**K","Shot","Shot glass","Alcoholic","In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream","Kahlua","1 part ","Midori melon liqueur","1 part ","Baileys irish cream","1 part "
15761,"Quick-sand","Ordinary Drink","Highball glass","Alcoholic","Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!","Black Sambuca","25 ml ","Orange juice","Add 250 ml ","",""
11989,"Queen Charlotte","Ordinary Drink","Collins glass","Alcoholic","Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.","Red wine","2 oz ","Grenadine","1 oz ","Lemon-lime soda",""
11991,"Queen Elizabeth","Ordinary Drink","Cocktail glass","Alcoholic","Stir all ingredients with ice, strain into a cocktail glass, and serve.","Dry Vermouth","1/2 oz ","Gin","1 1/2 oz ","Benedictine","1 1/2 tsp "
11983,"Quaker's Cocktail","Ordinary Drink","Cocktail glass","Alcoholic","Shake all ingredients with ice, strain into a cocktail glass, and serve.","Light rum","3/4 oz ","Brandy","3/4 oz ","Lemon","Juice of 1/4 "
11985,"Quarter Deck Cocktail","Ordinary Drink","Cocktail glass","Alcoholic","Stir all ingredients with ice, strain into a cocktail glass, and serve.","Light rum","1 1/2 ","Sherry","1/3 oz cream ","Lime","Juice of 1/2 "
17208,"Rose","Ordinary Drink","Cocktail glass","Alcoholic","Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.","Dry Vermouth","1/2 oz ","Gin","1 oz ","Apricot brandy","1/2 oz "
16031,"Radler","Ordinary Drink","Highball glass","Alcoholic","Pour beer into large mug, slowly add the 7-up (or Sprite).","Beer","12 oz ","7-Up","12 oz ","",""
12093,"Rum Sour","Ordinary Drink","Whiskey sour glass","Alcoholic","In a shaker half-filled with ice cubes, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.","Light rum","2 oz ","Lemon juice","1 oz ","Sugar","1/2 tsp superfine "
14978,"Rum Punch","Punch / Party Drink","Punch bowl","Alcoholic","Mix all ingredients in a punch bowl and serve.","Rum","mikey bottle ","Ginger ale","large bottle ","Fruit punch","355 ml frozen "
12097,"Rum Toddy","Ordinary Drink","Old-fashioned glass","Alcoholic","Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.","Rum","2 oz light or dark ","Powdered sugar","2 tsp ","Lemon peel","1 twist of "
12055,"Royal Fizz","Ordinary Drink","Collins glass","Alcoholic","Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.","Gin","1 oz ","Sweet and sour","2 oz ","Egg","1 whole "
12071,"Rum Cooler","Ordinary Drink","Collins glass","Alcoholic","Pour the rum and soda into a collins glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.","Rum","2 oz light or dark ","Lemon-lime soda","4 oz ","Lemon","1 "
16250,"Rum Runner","Punch / Party Drink","Cocktail glass","Alcoholic","Mix all ingredients in glass & add ice.","Malibu rum","1 1/2 oz ","Blackberry brandy","1 oz ","Orange juice","3-4 oz "
12101,"Rusty Nail","Ordinary Drink","Old-fashioned glass","Alcoholic","Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice cubes. Stir well. Garnish with the lemon twist.","Scotch","1 1/2 oz ","Drambuie","1/2 oz ","Lemon peel","1 twist of "
14087,"Red Snapper","Shot","Old-fashioned glass","Alcoholic","One shot each, shake n shoot","Crown Royal","1 shot ","Amaretto","1 shot ","Cranberry juice","1 shot "
17122,"Royal Bitch","Shot","Shot glass","Alcoholic","Into a shot glass layer the Crown Royal on top of the Frangelico.","Frangelico","1 part ","Crown Royal","1 part ","",""
15082,"Royal Flush","Shot","Old-fashioned glass","Alcoholic","Pour all the ingredients into tumbler over ice. Strain into glass.","Crown Royal","1 1/2 oz ","Peach schnapps","1 oz ","Chambord raspberry liqueur","1/2 oz "
12067,"Rum Cobbler","Ordinary Drink","Old-fashioned glass","Alcoholic","In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.","Sugar","1 tsp superfine ","Club soda","3 oz ","Lemon","1 "
17114,"Ruby Tuesday","Cocktail","Highball glass","Alcoholic","Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.","Gin","2 oz ","Cranberry juice","5 oz ","Grenadine","2 splashes "
12630,"Rail Splitter","Cocktail","Highball glass","Non alcoholic","Mix sugar syrup with lemon juice in a tall glass. Fill up with ginger ale.","Sugar syrup","2 tsp ","Lemon juice","","Ginger ale",""
17245,"Rosemary Blue","Cocktail","Balloon Glass","Alcoholic","1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine. 2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water. 3) Gently fold with a bar spoon to mix.","Gin","50 ml","Blue Curacao","15 ml","Tonic Water","100 ml"
178367,"Ramos Gin Fizz","Cocktail","Highball glass","Alcoholic","Prepare all the ingredients on the counter to be able to work well and quickly, especially the cream and egg white.  Pour all the ingredients into a shaker.  Shake vigorously for 1 minute: cream and egg white must be mixed perfectly, so don't rush.  Now open the shaker and put some ice and shake for 1-2 minutes. It depends on how long you can resist!  Pour into a highball glass, add a splash of soda and garnish to taste.  Ramos Gin Fizz was once drunk as an invigorating drink or even a","Gin","4.5 cL","Lemon Juice","3 cl","Sugar Syrup","3 cl"
12057,"Royal Gin Fizz","Ordinary Drink","Highball glass","Alcoholic","Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.","Gin","2 oz ","Lemon","Juice of 1/2 ","Powdered sugar","1 tsp "
12087,"Rum Milk Punch","Ordinary Drink","Collins glass","Alcoholic","Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.","Light rum","2 oz ","Milk","1 cup ","Powdered sugar","1 tsp "
178333,"Raspberry Julep","Cocktail","Cordial glass","Alcoholic","Softly muddle the mint leaves and raspberry syrup in the bottom of the cup. Add crushed ice and Bourbon to the cup and then stir. Top with more ice, garnish with a mint sprig.","Bourbon","2 oz","Raspberry syrup","1/2 oz","Mint","8"
12091,"Rum Screwdriver","Ordinary Drink","Highball glass","Alcoholic","Pour rum into a highball glass over ice cubes. Add orange juice, stir, and serve.","Light rum","1 1/2 oz ","Orange juice","5 oz ","",""
17167,"Raspberry Cooler","Other / Unknown","Highball glass","Alcoholic","Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.","Raspberry vodka","2 oz ","Lemon-lime soda","4 oz ","Ice",""
12089,"Rum Old-fashioned","Ordinary Drink","Old-fashioned glass","Alcoholic","Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.","Light rum","1 1/2 oz ","151 proof rum","1 tsp ","Powdered sugar","1/2 tsp "
17214,"Russian Spring Punch","Ordinary Drink","Highball glass","Alcoholic","Pour the ingredients into an highball glass, top with Sparkling wine.","Vodka","2.5 cl","Creme de Cassis","1.5 cl","Sugar Syrup","1 cl"
16984,"Radioactive Long Island Iced Tea","Ordinary Drink","Collins Glass","Alcoholic","Pour all ingredients over ice in a very tall glass. Sip cautiously.","Rum","1 oz ","Vodka","1 oz ","Tequila","1 oz "
17218,"Vesper","Cocktail","Cocktail glass","Alcoholic","Shake over ice until well chilled, then strain into a deep goblet and garnish with a thin slice of lemon peel.","Gin","6 cl","Vodka","1.5 cl","Lillet Blanc","0.75 cl"
12450,"Victor","Ordinary Drink","Cocktail glass","Alcoholic","Shake all ingredients with ice, strain into a cocktail glass, and serve.","Gin","1 1/2 oz ","Sweet Vermouth","1/2 oz ","Brandy","1/2 oz "
17217,"Vampiro","Ordinary Drink","Old-Fashioned glass","Alcoholic","Vampiros may be made in a tall glass or an old fashioned glass. Bartenders may first rim the glass with Kosher Salt, which is done by placing a layer of Kosher Salt on a chopping board, moistening the glass' rim with lime juice or water, and then placing the upside down glass rim onto the Kosher Salt, so that the salt sticks to the moistened rim. The second step is to fill half the glass with ice and add one or two shooter glasses full of high quality Tequila. The next stage is to add the flav","Tequila","6 cl","Tomato Juice","3 cl","Orange Juice","3 cl"
12444,"Vesuvio","Ordinary Drink","Old-fashioned glass","Alcoholic","Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.","Light rum","1 oz ","Sweet Vermouth","1/2 oz ","Lemon","Juice of 1/2 "
12446,"Veteran","Ordinary Drink","Old-fashioned glass","Alcoholic","Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.","Dark rum","2 oz ","Cherry brandy","1/2 oz ","",""
12436,"Van Vleet","Ordinary Drink","Old-fashioned glass","Alcoholic","Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve.","Light rum","3 oz ","Maple syrup","1 oz ","Lemon juice","1 oz "
16967,"Vodka Fizz","Other / Unknown","White wine glass","Alcoholic","Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.","Vodka","2 oz ","Half-and-half","2 oz ","Limeade","2 oz "
178363,"Vodka Lemon","Cocktail","Highball glass","Alcoholic","The vodka lemon is prepared directly in a highball glass or in a large tumbler: put 6-7 ice cubes in the glass, pour the vodka, lemonade and mix with a bar spoon. Finally decorate with a slice of lemon and, if you prefer, add a few mint leaves. Your vodka lemon is ready to be served.","Vodka","5 cl","Lemon Juice","7 cl","Lemon Peel","1 Slice"
178362,"Vodka Slime","Cocktail","Highball glass","Alcoholic","Fill glass with ice. Add vodka, 7-up then finish with the lime juice.","Sprite","1 cup","Lime Juice","1/2 shot","Vodka","1 1/2 shot"
178364,"Vodka Tonic","Cocktail","Highball glass","Alcoholic","Wash and cut 1 wedge and 1 slice of lime or lemon. Fill a tumbler with fresh ice. Pour the desired dose of vodka and top up with the tonic. Squeeze the lime wedge into the glass and decorate with the slice. That's all, very simple: it's just the recipe for happiness!","Vodka","4 cl","Tonic Water","10 cl","Lemon Peel","1 Slice"
14167,"Vodka Martini","Ordinary Drink","Cocktail glass","Alcoholic","Shake the vodka and vermouth together with a number of ice cubes, strain into a cocktail glass, add the olive and serve.","Vodka","1 1/2 oz ","Dry Vermouth","3/4 oz ","Olive","1 "
15403,"Vodka Russian","Ordinary Drink","Collins Glass","Alcoholic","Mix it as a ordinary drink .","Vodka","2 oz ","Schweppes Russchian","","",""
12442,"Vermouth Cassis","Ordinary Drink","Highball glass","Alcoholic","Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve.","Dry Vermouth","1 1/2 oz ","Creme de Cassis","3/4 oz ","Carbonated water",""
12452,"Victory Collins","Ordinary Drink","Collins glass","Alcoholic","Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.","Vodka","1 1/2 oz ","Lemon juice","3 oz ","Grape juice","3 oz unsweetened "
12460,"Vodka And Tonic","Ordinary Drink","Highball glass","Alcoholic","Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.","Vodka","2 oz ","Tonic water","","",""
12434,"Valencia Cocktail","Ordinary Drink","Cocktail glass","Alcoholic","Shake all ingredients with ice, strain into a cocktail glass, and serve.","Apricot brandy","1 1/2 oz ","Orange juice","1 tblsp ","Orange bitters","2 dashes "
12518,"Whisky Mac","Ordinary Drink","Collins Glass","Alcoholic","Pour both of the ingredients into a wine goblet with no ice.","Scotch","1 1/2 oz ","Wine","1 oz Green Ginger ","",""
17194,"White Lady","Ordinary Drink","Cocktail glass","Alcoholic","Add all ingredients into cocktail shaker filled with ice. Shake well and strain into large cocktail glass.","Gin","4cl","Triple Sec","3cl","Lemon Juice","2cl"
13058,"Wine Punch","Punch / Party Drink","Collins Glass","Alcoholic","Combine all of the ingredients and pour over a block of ice.","Red wine","1 bottle ","Lemon","2 ","Orange juice","1 cup "
13056,"Wine Cooler","Punch / Party Drink","Collins Glass","Optional alcohol","Mix wine and soft drink. Pour into glass. Add ice.","Red wine","2 oz white or ","Lemon-lime soda","5 oz ","Ice","cubes"
178347,"Winter Rita","Beer","Highball Glass","Alcoholic","Salt rim. Combine all ingredients, shake with ice, and strain over fresh ice.⠀","Tequila","1 2/3 oz","Campari","1/4 oz","Lime Juice","3/4 oz"
11004,"Whiskey Sour","Ordinary Drink","Old-fashioned glass","Alcoholic","Shake with ice. Strain into chilled glass, garnish and serve. If served 'On the rocks', strain ingredients into old-fashioned glass filled with ice.","Blended whiskey","2 oz ","Lemon","Juice of 1/2 ","Powdered sugar","1/2 tsp "
12528,"White Russian","Ordinary Drink","Old-fashioned glass","Alcoholic","Pour vodka and coffee liqueur over ice cubes in an old-fashioned glass. Fill with light cream and serve.","Vodka","2 oz ","Coffee liqueur","1 oz ","Light cream",""
178348,"Winter Paloma","Cocktail","Highball glass","Alcoholic","Everyone’s favourite Paloma gets a delicious Indian makeover. Tequila reposado infused with “Timur Pepper” which has citrusy & grapefruit notes and is grown at the foothills of Himalaya. It also produces a slightly numbing and tingling sensation on your lip when consumed. We have also spiced up the fresh grapefruit juice with the warming spice blend from Himalaya. The combination of all these interesting elements has allowed us to elevate your Paloma sipping experience.","Tequila","2 shots","Grapefruit Juice","Top","Lime Juice","Juice of 1"
178326,"White Wine Sangria","Punch / Party Drink","Pitcher","Alcoholic","Chop the Lemon, Lime and other fruits into large chunks. Fill the Pitcher with the white wine and mix in the Apple Brandy. Top to taste with soda water.","Lime","1","lemon","1","White Wine","750 ml"
16158,"Whitecap Margarita","Other / Unknown","Margarita/Coupette glass","Alcoholic","Place all ingredients in a blender and blend until smooth. This makes one drink.","Ice","1 cup ","Tequila","2 oz ","Cream of coconut","1/4 cup "
12474,"Waikiki Beachcomber","Ordinary Drink","Cocktail glass","Alcoholic","Shake all ingredients with ice, strain into a cocktail glass, and serve.","Triple sec","3/4 oz ","Gin","3/4 oz ","Pineapple juice","1 tblsp "
17219,"Yellow Bird","Cocktail","Cocktail glass","Alcoholic","Shake and strain into a chilled cocktail glass","White Rum","3 cl","Galliano","1.5 cl","Triple Sec","1.5 cl"
12728,"Yoghurt Cooler","Other / Unknown","Highball Glass","Non alcoholic","Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.","Yoghurt","1 cup ","Fruit","1 cup ","Ice",""
15328,"Zorro","Coffee / Tea","Coffee Mug","Alcoholic","add all and pour black coffee and add whipped cream on top.","Sambuca","2 cl ","Baileys irish cream","2 cl ","White Creme de Menthe","2 cl "
14888,"Zinger","Soft Drink","Highball glass","Alcoholic","Get a shot glass and pour in three shots of the schnapps. Do the same with the Surge Cola. Then down it like Scheetz would.","Peachtree schnapps","4 shots ","Surge","4 shots ","",""
15691,"Zoksel","Soft Drink","Beer pilsner","Alcoholic","No specific mixing instructions, just poor every ingredient in one glass. The lemon goes with it.","Beer","","Root beer","","Lemonade",""
